videoId,totalWords,totalUniqueWords,totalSentences,avgSyllPerSec,avgCEFRScore,avgWordCEFR,avgFreqCEFR,readability,avgSentenceLength,uncommonRatio,totalEasyRatio,totalMiddleRatio,totalHardRatio,wordEasyRatio,wordMiddleRatio,wordHardRatio,FreqEasyRatio,FreqMiddleRatio,FreqHardRatio,channelId,video_id,difficulty,channel_id
uC_ZjI7zh7I,348,106,85,0.6108655049736158,2.241509433962264,2.0141509433962264,2.393081761006289,3.480238046614873,4.094117647058823,20.75471698113208,69.62264150943396,14.716981132075473,15.660377358490567,78.77358490566039,5.660377358490566,15.566037735849056,63.52201257861636,20.75471698113208,15.723270440251572,UCpYye8D5fFMUPf9nSfgd4bA,uC_ZjI7zh7I,1,UCpYye8D5fFMUPf9nSfgd4bA
6zxxdARWbvU,572,212,134,0.725341851423049,2.564150943396226,2.3773584905660377,2.6886792452830197,4.606112165587159,4.268656716417911,27.83018867924528,60.943396226415096,19.150943396226417,19.90566037735849,67.45283018867924,14.150943396226417,18.39622641509434,56.60377358490567,22.484276729559745,20.911949685534587,UCpYye8D5fFMUPf9nSfgd4bA,6zxxdARWbvU,1,UCpYye8D5fFMUPf9nSfgd4bA
nOR9tWTprWg,525,184,81,0.710255616832133,2.5967391304347824,2.391304347826087,2.7336956521739126,4.097351046698873,6.481481481481482,23.91304347826087,60.86956521739131,16.956521739130437,22.173913043478255,69.29347826086956,8.967391304347826,21.73913043478261,55.2536231884058,22.28260869565217,22.463768115942027,UCpYye8D5fFMUPf9nSfgd4bA,nOR9tWTprWg,1,UCpYye8D5fFMUPf9nSfgd4bA
pNuwxK6Sh7s,870,251,157,0.8086953623690032,2.8621513944223107,2.6494023904382478,3.0039840637450195,4.867164260156826,5.54140127388535,29.08366533864542,54.50199203187252,19.04382470119522,26.45418326693227,63.745019920318725,10.358565737051794,25.896414342629484,48.33997343957503,24.8339973439575,26.82602921646746,UCpYye8D5fFMUPf9nSfgd4bA,pNuwxK6Sh7s,1,UCpYye8D5fFMUPf9nSfgd4bA
Qfb_mdEkPgg,574,180,147,0.8016970707012943,2.3722222222222222,2.2333333333333334,2.464814814814815,3.5271206349206348,3.9047619047619047,21.11111111111111,64.88888888888889,18.55555555555556,16.555555555555557,71.66666666666667,11.944444444444445,16.38888888888889,60.37037037037037,22.96296296296296,16.666666666666668,UCpYye8D5fFMUPf9nSfgd4bA,Qfb_mdEkPgg,1,UCpYye8D5fFMUPf9nSfgd4bA
ZZrsRtyn4W8,574,180,147,0.8016970707012943,2.3722222222222222,2.2333333333333334,2.464814814814815,3.5271206349206348,3.9047619047619047,21.11111111111111,64.88888888888889,18.55555555555556,16.555555555555557,71.66666666666667,11.944444444444445,16.38888888888889,60.37037037037037,22.96296296296296,16.666666666666668,UCpYye8D5fFMUPf9nSfgd4bA,ZZrsRtyn4W8,1,UCpYye8D5fFMUPf9nSfgd4bA
bVPlHmrT_Go,693,177,172,0.916549266594846,2.590960451977401,2.3361581920903958,2.760828625235405,4.214248640126134,4.02906976744186,25.42372881355932,60.451977401129945,18.64406779661017,20.90395480225989,70.05649717514125,11.299435028248588,18.64406779661017,54.04896421845574,23.54048964218456,22.4105461393597,UCpYye8D5fFMUPf9nSfgd4bA,bVPlHmrT_Go,1,UCpYye8D5fFMUPf9nSfgd4bA
FWPa2pYulec,735,234,145,0.7555463680813477,2.575213675213675,2.371794871794872,2.710826210826211,4.367617270851754,5.068965517241379,26.06837606837607,59.14529914529914,20.940170940170937,19.914529914529915,67.73504273504274,13.46153846153846,18.803418803418804,53.41880341880342,25.925925925925927,20.65527065527065,UCpYye8D5fFMUPf9nSfgd4bA,FWPa2pYulec,1,UCpYye8D5fFMUPf9nSfgd4bA
GAaSe96TW7M,1026,334,284,0.8080737315945047,2.601197604790419,2.4236526946107784,2.719560878243513,4.339428253352451,3.612676056338028,26.34730538922156,60.71856287425149,18.922155688622755,20.359281437125745,67.81437125748504,12.724550898203592,19.461077844311376,55.98802395209581,23.05389221556886,20.95808383233533,UCpYye8D5fFMUPf9nSfgd4bA,GAaSe96TW7M,1,UCpYye8D5fFMUPf9nSfgd4bA
m8fYFFH1g88,876,225,142,0.8719461059553355,2.7217777777777776,2.4755555555555557,2.885925925925926,4.516649765258217,6.169014084507042,26.666666666666668,57.24444444444444,19.37777777777778,23.37777777777778,67.33333333333333,10.444444444444445,22.222222222222214,50.51851851851852,25.333333333333336,24.14814814814815,UCpYye8D5fFMUPf9nSfgd4bA,m8fYFFH1g88,1,UCpYye8D5fFMUPf9nSfgd4bA
WxKeAxLYKm8,535,167,111,0.7386161327562395,2.395209580838324,2.2994011976047903,2.459081836327345,3.359242703781626,4.81981981981982,19.760479041916167,66.46706586826348,14.491017964071856,19.04191616766467,72.45508982035929,6.586826347305389,20.95808383233533,62.47504990019959,19.760479041916167,17.764471057884233,UCpYye8D5fFMUPf9nSfgd4bA,WxKeAxLYKm8,1,UCpYye8D5fFMUPf9nSfgd4bA
UWSRl6rK1Rc,960,236,129,1.020072531192213,2.821186440677966,2.5529661016949152,3.0,4.584243397713836,7.441860465116279,26.69491525423729,55.84745762711865,17.71186440677966,26.440677966101696,65.25423728813558,10.381355932203393,24.364406779661017,49.57627118644067,22.598870056497177,27.824858757062145,UCpYye8D5fFMUPf9nSfgd4bA,UWSRl6rK1Rc,1,UCpYye8D5fFMUPf9nSfgd4bA
B-m4QvzrWB8,9,4,1,0.1398908851096145,2.5,3.0,2.1666666666666665,4.3939,9.0,25.0,70.0,5.0,25.0,62.5,0.0,37.5,75.0,8.333333333333332,16.666666666666664,UCi3onjs7UU2Z64i3RrVci-Q,B-m4QvzrWB8,1,UCi3onjs7UU2Z64i3RrVci-Q
oKUuB0J4JYA,14,4,2,0.9864794290024952,1.7,1.125,2.083333333333333,0.3472,7.0,0.0,80.0,20.0,0.0,100.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,UCi3onjs7UU2Z64i3RrVci-Q,oKUuB0J4JYA,1,UCi3onjs7UU2Z64i3RrVci-Q
Gi9DiVBz0HA,10,4,5,0.3825332977847844,2.35,2.375,2.333333333333333,4.0467,2.0,25.0,75.0,5.0,20.0,75.0,0.0,25.0,75.0,8.333333333333332,16.666666666666664,UCi3onjs7UU2Z64i3RrVci-Q,Gi9DiVBz0HA,1,UCi3onjs7UU2Z64i3RrVci-Q
OgD5P2Hg8d8,35,8,4,0.5024687623374027,3.75,3.6875,3.7916666666666665,10.30275,8.75,62.5,32.5,25.0,42.5,37.5,18.75,43.75,29.166666666666664,29.166666666666664,41.66666666666667,UCi3onjs7UU2Z64i3RrVci-Q,OgD5P2Hg8d8,1,UCi3onjs7UU2Z64i3RrVci-Q
zwhBj3BiKRQ,20,9,5,0.4233639494833523,2.511111111111111,2.166666666666667,2.7407407407407405,3.707288888888889,4.0,22.22222222222222,66.66666666666666,11.11111111111111,22.22222222222222,77.77777777777777,0.0,22.22222222222222,59.25925925925926,18.51851851851852,22.22222222222222,UCi3onjs7UU2Z64i3RrVci-Q,zwhBj3BiKRQ,1,UCi3onjs7UU2Z64i3RrVci-Q
ESEcHvTJ_XU,18,3,1,0.2442825253759002,2.4,2.1666666666666665,2.555555555555556,6.156133333333333,18.0,33.33333333333333,66.66666666666666,20.0,13.333333333333334,66.66666666666666,16.666666666666664,16.666666666666664,66.66666666666667,22.22222222222222,11.11111111111111,UCi3onjs7UU2Z64i3RrVci-Q,ESEcHvTJ_XU,1,UCi3onjs7UU2Z64i3RrVci-Q
OQarx-tctQY,31,25,2,0.6879944960440317,3.5200000000000005,3.0,3.866666666666667,4.5584,15.5,24.0,40.8,16.8,42.4,54.0,14.0,32.0,32.0,18.666666666666664,49.33333333333333,UCi3onjs7UU2Z64i3RrVci-Q,OQarx-tctQY,1,UCi3onjs7UU2Z64i3RrVci-Q
1q7AQelyN-0,3,2,1,0.0440341117585756,2.7,2.75,2.6666666666666665,8.043800000000001,3.0,50.0,60.0,20.0,20.0,50.0,25.0,25.0,66.66666666666666,16.666666666666664,16.666666666666664,UCi3onjs7UU2Z64i3RrVci-Q,1q7AQelyN-0,1,UCi3onjs7UU2Z64i3RrVci-Q
5tr8kqapVUU,12,7,2,0.2988159418304966,2.571428571428572,2.2142857142857144,2.8095238095238098,0.2976,6.0,0.0,57.142857142857146,25.714285714285715,17.142857142857142,71.42857142857142,14.285714285714285,14.285714285714285,47.61904761904762,33.333333333333336,19.047619047619047,UCi3onjs7UU2Z64i3RrVci-Q,5tr8kqapVUU,1,UCi3onjs7UU2Z64i3RrVci-Q
s_WZkPvDm4U,37,13,4,0.6702166727873669,2.815384615384616,2.6923076923076925,2.897435897435898,5.317261538461539,9.25,30.76923076923077,50.76923076923077,27.69230769230769,21.53846153846154,65.38461538461537,3.8461538461538463,30.76923076923077,41.02564102564103,43.58974358974359,15.384615384615389,UCi3onjs7UU2Z64i3RrVci-Q,s_WZkPvDm4U,1,UCi3onjs7UU2Z64i3RrVci-Q
